#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
HLA-E	HLA-DRB1	1856531	1853944	9606.ENSP00000365817	9606.ENSP00000353099	0	0	0	0	0	0	0.900	0.340	0.931
UBA52	ACTR2	1859324	1856793	9606.ENSP00000388107	9606.ENSP00000367220	0	0	0	0	0.053	0.096	0.900	0.295	0.931
RPLP1	EIF3F	1853006	1849251	9606.ENSP00000346037	9606.ENSP00000310040	0	0	0	0	0.320	0	0.900	0.072	0.931
RPL9	EIF3K	1853003	1843908	9606.ENSP00000346022	9606.ENSP00000248342	0	0	0	0	0.342	0	0.900	0	0.931
RPL8	EIF3K	1845175	1843908	9606.ENSP00000262584	9606.ENSP00000248342	0	0	0	0	0.342	0	0.900	0	0.931
IFITM2	IRF7	1858764	1851145	9606.ENSP00000382714	9606.ENSP00000329411	0	0	0	0	0.131	0	0.900	0.269	0.931
RPL27A	EIF3F	1853001	1849251	9606.ENSP00000346015	9606.ENSP00000310040	0	0	0	0	0.346	0	0.900	0	0.931
EIF3H	RPS23	1861812	1847772	9606.ENSP00000429931	9606.ENSP00000296674	0	0	0	0	0.346	0	0.900	0	0.931
RPS25	SEC61G	1861989	1852468	9606.ENSP00000435096	9606.ENSP00000341538	0	0	0	0	0.339	0	0.900	0	0.931
FCGR3A	FYN	1854695	1853081	9606.ENSP00000356946	9606.ENSP00000346671	0	0	0	0	0.096	0	0.900	0.307	0.931
EIF3H	RPL13	1861812	1849017	9606.ENSP00000429931	9606.ENSP00000307889	0	0	0	0	0.345	0	0.900	0	0.931
RPL41	RPL18A	1861501	1842894	9606.ENSP00000420821	9606.ENSP00000222247	0	0	0	0	0.245	0	0.900	0.164	0.931
EIF3H	RPL37A	1861812	1861343	9606.ENSP00000429931	9606.ENSP00000418082	0	0	0	0	0.322	0	0.900	0.066	0.931
TUBB	DYNLL1	1852162	1843632	9606.ENSP00000339001	9606.ENSP00000242577	0	0	0	0	0.097	0.050	0.900	0.292	0.931
RPL13A	EIF3K	1857955	1843908	9606.ENSP00000375730	9606.ENSP00000248342	0	0	0	0	0.338	0	0.900	0.048	0.931
RPL28	EIF3G	1860280	1844198	9606.ENSP00000401450	9606.ENSP00000253108	0	0	0	0	0.340	0	0.900	0	0.931
RPL41	RPSA	1861501	1853012	9606.ENSP00000420821	9606.ENSP00000346067	0	0	0	0	0.280	0	0.900	0.116	0.930
RPL37A	EIF3K	1861343	1843908	9606.ENSP00000418082	9606.ENSP00000248342	0	0	0	0	0.323	0	0.900	0.051	0.930
MT-ND3	MT-CO2	1854326	1854241	9606.ENSP00000355206	9606.ENSP00000354876	0	0	0	0	0.263	0	0.435	0.846	0.930
HSPA5	XBP1	1850618	1842534	9606.ENSP00000324173	9606.ENSP00000216037	0	0	0	0	0.259	0	0	0.910	0.930
FYN	JAK1	1853081	1852670	9606.ENSP00000346671	9606.ENSP00000343204	0	0	0	0.690	0.223	0.072	0.900	0.405	0.930
RPS4X	EIF4A2	1855955	1850828	9606.ENSP00000362744	9606.ENSP00000326381	0	0	0	0	0.250	0.116	0.900	0.070	0.930
FYB	LAT	1861668	1858298	9606.ENSP00000425845	9606.ENSP00000378845	0	0	0	0	0.055	0	0.900	0.322	0.930
EIF4A2	RPS14	1850828	1849373	9606.ENSP00000326381	9606.ENSP00000311028	0	0	0	0	0.129	0.097	0.900	0.218	0.930
RPS20	EIF3L	1861789	1861248	9606.ENSP00000429374	9606.ENSP00000416892	0	0	0	0	0.192	0.182	0.900	0.074	0.930
EIF3H	RPL36	1861812	1844136	9606.ENSP00000429931	9606.ENSP00000252543	0	0	0	0	0.332	0	0.900	0	0.930
RPL19	EIF3E	1843024	1842805	9606.ENSP00000225430	9606.ENSP00000220849	0	0	0	0	0.298	0	0.900	0.090	0.930
EEF1A1	RPL35	1851211	1844699	9606.ENSP00000330054	9606.ENSP00000259469	0	0	0	0	0.272	0	0.900	0.126	0.930
GSTK1	GPX1	1861855	1860659	9606.ENSP00000431049	9606.ENSP00000407375	0	0	0	0	0.051	0	0.900	0.330	0.930
ZFP36L1	YWHAB	1851991	1848151	9606.ENSP00000337386	9606.ENSP00000300161	0	0	0	0	0	0.307	0.900	0.081	0.930
EIF3H	RPL9	1861812	1853003	9606.ENSP00000429931	9606.ENSP00000346022	0	0	0	0	0.333	0	0.900	0	0.930
RPL17	SEC61B	1863674	1842987	9606.ENSP00000462023	9606.ENSP00000223641	0	0	0	0	0.057	0.321	0.900	0	0.930
HLA-B	CALR	1860141	1850288	9606.ENSP00000399168	9606.ENSP00000320866	0	0	0	0	0	0	0.900	0.333	0.930
RPS24	EIF4A2	1861076	1850828	9606.ENSP00000414321	9606.ENSP00000326381	0	0	0	0	0.180	0.108	0.900	0.162	0.930
IFITM3	GBP2	1858761	1855261	9606.ENSP00000382707	9606.ENSP00000359497	0	0	0	0	0.112	0	0.900	0.277	0.930
EIF4A2	RPL18A	1850828	1842894	9606.ENSP00000326381	9606.ENSP00000222247	0	0	0	0	0.232	0.118	0.900	0.099	0.930
RPS23	EIF3G	1847772	1844198	9606.ENSP00000296674	9606.ENSP00000253108	0	0	0	0	0.270	0	0.900	0.123	0.930
HLA-DPB1	IRF8	1860705	1846028	9606.ENSP00000408146	9606.ENSP00000268638	0	0	0	0	0.106	0	0.900	0.290	0.930
RPL36A	EEF1A1	1860470	1851211	9606.ENSP00000404375	9606.ENSP00000330054	0	0	0	0	0.216	0	0.900	0.185	0.930
RPS6	EEF1B2	1857216	1843444	9606.ENSP00000369757	9606.ENSP00000236957	0	0	0	0	0.916	0	0	0.194	0.930
EIF4A2	RPS4Y1	1850828	1844020	9606.ENSP00000326381	9606.ENSP00000250784	0	0	0	0	0.250	0.116	0.900	0.070	0.930
TPM4	MYL12A	1852912	1842673	9606.ENSP00000345230	9606.ENSP00000217652	0	0	0	0	0.121	0.161	0.900	0.171	0.930
CCR7	CCL3	1843829	1843010	9606.ENSP00000246657	9606.ENSP00000225245	0	0	0	0	0	0	0.800	0.665	0.930
RPL17	EEF1B2	1863674	1843444	9606.ENSP00000462023	9606.ENSP00000236957	0.073	0	0	0	0.924	0	0	0.091	0.930
EIF3L	RPL6	1861248	1842405	9606.ENSP00000416892	9606.ENSP00000202773	0	0	0	0	0.333	0	0.900	0	0.930
RPL41	RPL27A	1861501	1853001	9606.ENSP00000420821	9606.ENSP00000346015	0	0	0	0	0.213	0	0.900	0.191	0.930
RPLP2	EIF3K	1850446	1843908	9606.ENSP00000322419	9606.ENSP00000248342	0	0	0	0	0.330	0	0.900	0	0.930
EIF3H	RPS24	1861812	1861076	9606.ENSP00000429931	9606.ENSP00000414321	0	0	0	0	0.334	0	0.900	0	0.930
RPL18A	EIF3E	1842894	1842805	9606.ENSP00000222247	9606.ENSP00000220849	0	0	0	0	0.335	0	0.900	0	0.930
RPLP0	EIF3K	1852166	1843908	9606.ENSP00000339027	9606.ENSP00000248342	0	0	0	0	0.240	0	0.900	0.161	0.930
RPL12	SEC61G	1854209	1852468	9606.ENSP00000354739	9606.ENSP00000341538	0	0	0	0	0.332	0	0.900	0	0.930
RPS14	EIF3K	1849373	1843908	9606.ENSP00000311028	9606.ENSP00000248342	0	0	0	0	0.330	0	0.900	0.049	0.930
SGK1	UBC	1854674	1852861	9606.ENSP00000356832	9606.ENSP00000344818	0	0	0	0	0.073	0.156	0.900	0.220	0.930
EIF3K	RPL19	1843908	1843024	9606.ENSP00000248342	9606.ENSP00000225430	0	0	0	0	0.328	0	0.900	0.044	0.930
B2M	IRF1	1862817	1843757	9606.ENSP00000452780	9606.ENSP00000245414	0	0	0	0	0.153	0	0.900	0.245	0.930
RPL23A	EIF3G	1859401	1844198	9606.ENSP00000389103	9606.ENSP00000253108	0	0	0	0	0.335	0	0.900	0	0.930
TNFRSF1B	TNFSF13B	1856466	1856399	9606.ENSP00000365435	9606.ENSP00000365048	0	0	0	0	0	0	0.900	0.332	0.930
FGR	IL8	1856028	1848852	9606.ENSP00000363115	9606.ENSP00000306512	0	0	0	0	0.053	0	0.900	0.321	0.930
HLA-A	HLA-DRB1	1856558	1853944	9606.ENSP00000366005	9606.ENSP00000353099	0	0	0	0.660	0.056	0	0.900	0.837	0.929
RPS18	EIF3F	1859702	1849251	9606.ENSP00000393241	9606.ENSP00000310040	0	0	0	0	0.324	0	0.900	0	0.929
YWHAZ	RAP1B	1849183	1844015	9606.ENSP00000309503	9606.ENSP00000250559	0	0	0	0	0.100	0.184	0.900	0.157	0.929
HLA-B	KLRC1	1860141	1853795	9606.ENSP00000399168	9606.ENSP00000352064	0	0	0	0	0	0	0.800	0.664	0.929
RPS24	EIF3G	1861076	1844198	9606.ENSP00000414321	9606.ENSP00000253108	0	0	0	0	0.264	0.045	0.900	0.110	0.929
RAC1	LCK	1853302	1852042	9606.ENSP00000348461	9606.ENSP00000337825	0	0	0	0	0.073	0.170	0.900	0.194	0.929
MYL6	RHOB	1862334	1846239	9606.ENSP00000446714	9606.ENSP00000272233	0	0	0	0	0.046	0.112	0.900	0.270	0.929
EIF3G	RPL6	1844198	1842405	9606.ENSP00000253108	9606.ENSP00000202773	0	0	0	0	0.309	0	0.900	0.060	0.929
TPM4	MYL12B	1852912	1843461	9606.ENSP00000345230	9606.ENSP00000237500	0	0	0	0	0.121	0.161	0.900	0.158	0.929
ALDOA	ENO1	1851945	1843405	9606.ENSP00000336927	9606.ENSP00000234590	0	0	0	0	0.625	0.424	0	0.696	0.929
EEF2	RPS27A	1849021	1846244	9606.ENSP00000307940	9606.ENSP00000272317	0	0	0	0	0.207	0.096	0.900	0.127	0.929
LCK	TYROBP	1852042	1845185	9606.ENSP00000337825	9606.ENSP00000262629	0	0	0	0	0.094	0	0.900	0.288	0.929
RPL35	EIF3G	1844699	1844198	9606.ENSP00000259469	9606.ENSP00000253108	0	0	0	0	0.311	0	0.900	0.061	0.929
TLN1	IQGAP1	1849837	1846003	9606.ENSP00000316029	9606.ENSP00000268182	0	0	0	0	0.130	0	0.900	0.258	0.929
RPS19	EIF3H	1864285	1861812	9606.ENSP00000470004	9606.ENSP00000429931	0	0	0	0	0.299	0	0.900	0.075	0.929
SERPINA1	CTSC	1853254	1843108	9606.ENSP00000348068	9606.ENSP00000227266	0	0	0	0	0	0.128	0.900	0.260	0.929
EIF3L	RPS8	1861248	1858412	9606.ENSP00000416892	9606.ENSP00000379888	0	0	0	0	0.210	0.175	0.900	0	0.929
CD36	CD14	1849038	1848617	9606.ENSP00000308165	9606.ENSP00000304236	0	0	0	0	0.166	0	0.900	0.221	0.929
RPS29	EIF3K	1858354	1843908	9606.ENSP00000379339	9606.ENSP00000248342	0	0	0	0	0.324	0	0.900	0	0.929
RPL5	EIF3K	1855221	1843908	9606.ENSP00000359345	9606.ENSP00000248342	0	0	0	0	0.313	0	0.900	0.055	0.929
RPL11	EIF3K	1856140	1843908	9606.ENSP00000363676	9606.ENSP00000248342	0	0	0	0	0.323	0	0.900	0	0.929
HLA-B	HLA-DRB1	1860141	1853944	9606.ENSP00000399168	9606.ENSP00000353099	0	0	0	0.656	0.056	0	0.900	0.827	0.929
MT-ND3	MT-CO1	1854326	1854132	9606.ENSP00000355206	9606.ENSP00000354499	0	0	0	0	0.261	0	0.435	0.844	0.929
CALM2	IQGAP1	1846243	1846003	9606.ENSP00000272298	9606.ENSP00000268182	0	0	0	0	0.111	0.657	0	0.786	0.929
RPL36AL	EIF3E	1853000	1842805	9606.ENSP00000346012	9606.ENSP00000220849	0	0	0	0	0.271	0	0.900	0.114	0.929
IL2RG	CD3E	1856061	1854149	9606.ENSP00000363318	9606.ENSP00000354566	0	0	0	0	0.158	0	0.900	0.229	0.929
RPL41	RPL5	1861501	1855221	9606.ENSP00000420821	9606.ENSP00000359345	0	0	0	0	0.205	0	0.900	0.186	0.929
RAC1	FYN	1853302	1853081	9606.ENSP00000348461	9606.ENSP00000346671	0	0	0	0	0.053	0.170	0.900	0.207	0.929
LDHA	ENO1	1862289	1843405	9606.ENSP00000445175	9606.ENSP00000234590	0.073	0	0	0	0.630	0.424	0	0.686	0.929
GPX1	GSTO1	1860659	1855084	9606.ENSP00000407375	9606.ENSP00000358727	0	0	0	0	0.098	0.054	0.900	0.268	0.929
MT-ND2	MT-ATP6	1854286	1854175	9606.ENSP00000355046	9606.ENSP00000354632	0.048	0	0	0	0.248	0	0	0.909	0.929
EIF3L	RPS29	1861248	1858354	9606.ENSP00000416892	9606.ENSP00000379339	0	0	0	0	0.322	0	0.900	0	0.929
RPL36AL	SPCS1	1853000	1843331	9606.ENSP00000346012	9606.ENSP00000233025	0	0	0	0	0.325	0	0.900	0	0.929
FTH1	HSPA8	1846327	1843112	9606.ENSP00000273550	9606.ENSP00000227378	0	0	0	0	0.056	0.047	0.900	0.307	0.929
RPL31	EIF3K	1859193	1843908	9606.ENSP00000386717	9606.ENSP00000248342	0	0	0	0	0.267	0	0.900	0.104	0.928
RPL32	EIF3F	1858438	1849251	9606.ENSP00000380156	9606.ENSP00000310040	0	0	0	0	0.286	0	0.900	0.079	0.928
PRKCB	NFKBIA	1848723	1842621	9606.ENSP00000305355	9606.ENSP00000216797	0	0	0	0	0.053	0.135	0.900	0.233	0.928
RPS13	PABPC1	1862013	1849591	9606.ENSP00000435777	9606.ENSP00000313007	0	0	0	0	0.223	0	0.900	0.152	0.928
FYN	GZMA	1853081	1846373	9606.ENSP00000346671	9606.ENSP00000274306	0	0	0	0	0.183	0.111	0.900	0.127	0.928
RPL32	EIF4A2	1858438	1850828	9606.ENSP00000380156	9606.ENSP00000326381	0	0	0	0	0.126	0	0.900	0.244	0.928
RPS13	EIF3G	1862013	1844198	9606.ENSP00000435777	9606.ENSP00000253108	0	0	0	0	0.255	0	0.900	0.120	0.928
GSTP1	MGST1	1858630	1842163	9606.ENSP00000381607	9606.ENSP00000010404	0	0	0	0	0.054	0	0.900	0.307	0.928
RPL23	EIF4A2	1858184	1850828	9606.ENSP00000377865	9606.ENSP00000326381	0	0	0	0	0.231	0.117	0.900	0.068	0.928
FYN	ITGB1	1853081	1848520	9606.ENSP00000346671	9606.ENSP00000303351	0	0	0	0	0.054	0.072	0.900	0.283	0.928
HIST1H2AC	UBB	1850346	1848662	9606.ENSP00000321389	9606.ENSP00000304697	0	0	0	0	0.054	0.063	0.900	0.286	0.928
RHOA	RAC1	1860210	1853302	9606.ENSP00000400175	9606.ENSP00000348461	0	0	0.504	0.954	0.162	0.172	0.900	0.672	0.928
ALDOA	LDHB	1851945	1843197	9606.ENSP00000336927	9606.ENSP00000229319	0	0	0	0	0.149	0.048	0.800	0.611	0.928
HLA-DPA1	HLA-A	1859729	1856558	9606.ENSP00000393566	9606.ENSP00000366005	0	0	0	0.650	0.047	0.194	0.900	0.441	0.928
FYB	CD3E	1861668	1854149	9606.ENSP00000425845	9606.ENSP00000354566	0	0	0	0	0	0	0.900	0.312	0.928
RPL29	SPCS1	1847471	1843331	9606.ENSP00000294189	9606.ENSP00000233025	0	0	0	0	0.312	0	0.900	0	0.928
RPS21	EIF3K	1852991	1843908	9606.ENSP00000345957	9606.ENSP00000248342	0	0	0	0	0.310	0	0.900	0.043	0.928
IFITM3	IRF1	1858761	1843757	9606.ENSP00000382707	9606.ENSP00000245414	0	0	0	0	0.052	0	0.900	0.303	0.928
EIF3H	RPL37	1861812	1846368	9606.ENSP00000429931	9606.ENSP00000274242	0	0	0	0	0.300	0	0.900	0.055	0.928
UBC	HIST1H2AC	1852861	1850346	9606.ENSP00000344818	9606.ENSP00000321389	0	0	0	0	0.054	0.063	0.900	0.286	0.928
RPS4X	EIF3K	1855955	1843908	9606.ENSP00000362744	9606.ENSP00000248342	0	0	0	0	0.314	0	0.900	0.046	0.928
EIF4A2	RPL27	1850828	1844249	9606.ENSP00000326381	9606.ENSP00000253788	0	0	0	0	0.238	0.116	0.900	0.064	0.928
RPS24	EIF3K	1861076	1843908	9606.ENSP00000414321	9606.ENSP00000248342	0	0	0	0	0.306	0	0.900	0.053	0.928
CASP1	EIF4G2	1860827	1852307	9606.ENSP00000410076	9606.ENSP00000340281	0	0	0	0	0	0	0.900	0.313	0.928
EIF3L	PABPC1	1861248	1849591	9606.ENSP00000416892	9606.ENSP00000313007	0	0	0	0	0.288	0	0.900	0.071	0.928
RPL21	EIF3F	1853004	1849251	9606.ENSP00000346027	9606.ENSP00000310040	0	0	0	0	0.314	0	0.900	0	0.928
GSTK1	GSTP1	1861855	1858630	9606.ENSP00000431049	9606.ENSP00000381607	0	0	0	0	0.053	0	0.900	0.304	0.928
TPM3	MYL12A	1854817	1842673	9606.ENSP00000357516	9606.ENSP00000217652	0	0	0	0	0.121	0.161	0.900	0.146	0.928
EIF4A2	RPS15A	1850828	1850066	9606.ENSP00000326381	9606.ENSP00000318646	0	0	0	0	0.222	0	0.900	0.153	0.928
RPS13	SEC61G	1862013	1852468	9606.ENSP00000435777	9606.ENSP00000341538	0	0	0	0	0.311	0	0.900	0	0.928
EIF4A2	RPS27A	1850828	1846244	9606.ENSP00000326381	9606.ENSP00000272317	0	0	0	0	0.173	0.104	0.900	0.150	0.928
RPL14	EIF3K	1852902	1843908	9606.ENSP00000345156	9606.ENSP00000248342	0	0	0	0	0.316	0	0.900	0	0.928
IFI6	IRF1	1852601	1843757	9606.ENSP00000342513	9606.ENSP00000245414	0	0	0	0	0.086	0	0.900	0.277	0.928
SEC61G	RPS27A	1852468	1846244	9606.ENSP00000341538	9606.ENSP00000272317	0	0	0	0	0.237	0.120	0.900	0	0.927
RPL26	EIF3K	1847444	1843908	9606.ENSP00000293842	9606.ENSP00000248342	0	0	0	0	0.304	0	0.900	0	0.927
RPL17	EIF3K	1863674	1843908	9606.ENSP00000462023	9606.ENSP00000248342	0	0	0	0	0.304	0	0.900	0	0.927
UQCR11	MT-CYB	1863953	1854146	9606.ENSP00000466420	9606.ENSP00000354554	0	0	0	0	0	0.543	0.800	0.272	0.927
UBA52	EIF3E	1859324	1842805	9606.ENSP00000388107	9606.ENSP00000220849	0	0	0	0	0.241	0	0.900	0.125	0.927
SRSF3	DDX5	1855976	1843052	9606.ENSP00000362820	9606.ENSP00000225792	0	0	0	0	0.208	0	0.900	0.160	0.927
TCF7	LEF1	1852316	1845704	9606.ENSP00000340347	9606.ENSP00000265165	0	0	0	0.878	0.166	0.137	0.900	0.601	0.927
RPS15	SEC61G	1863987	1852468	9606.ENSP00000467676	9606.ENSP00000341538	0	0	0	0	0.306	0	0.900	0	0.927
TPT1	RPS27	1861891	1854822	9606.ENSP00000431872	9606.ENSP00000357555	0	0	0	0	0.922	0	0	0.097	0.927
UBB	RPS11	1848662	1846167	9606.ENSP00000304697	9606.ENSP00000270625	0	0	0	0	0.852	0.414	0	0.228	0.927
RPL22	EEF2	1853014	1849021	9606.ENSP00000346088	9606.ENSP00000307940	0	0	0	0	0.228	0	0.900	0.136	0.927
EIF3H	RPL21	1861812	1853004	9606.ENSP00000429931	9606.ENSP00000346027	0	0	0	0	0.308	0	0.900	0	0.927
HLA-DQB1	HLA-DRA	1858691	1858295	9606.ENSP00000382034	9606.ENSP00000378786	0	0	0	0.671	0.126	0.533	0.800	0.556	0.927
RPS3A	EIF3K	1853009	1843908	9606.ENSP00000346050	9606.ENSP00000248342	0	0	0	0	0.301	0	0.900	0	0.927
MYC	PTMA	1856789	1852830	9606.ENSP00000367207	9606.ENSP00000344547	0	0	0	0	0	0	0.900	0.304	0.927
SERPINA1	CLU	1853254	1849761	9606.ENSP00000348068	9606.ENSP00000315130	0	0	0	0	0	0	0.900	0.305	0.927
RPL21	EIF3K	1853004	1843908	9606.ENSP00000346027	9606.ENSP00000248342	0	0	0	0	0.301	0	0.900	0	0.927
HLA-DPB1	HLA-A	1860705	1856558	9606.ENSP00000408146	9606.ENSP00000366005	0	0	0	0.682	0.067	0	0.900	0.821	0.927
RPL13A	EIF4B	1857955	1845052	9606.ENSP00000375730	9606.ENSP00000262056	0	0	0	0	0.143	0.170	0.900	0.102	0.927
RPL30	EIF3K	1847048	1843908	9606.ENSP00000287038	9606.ENSP00000248342	0	0	0	0	0.299	0	0.900	0.048	0.927
LEF1	SOX4	1845704	1843737	9606.ENSP00000265165	9606.ENSP00000244745	0	0	0	0	0	0	0.900	0.304	0.927
RPL35A	EIF3E	1859718	1842805	9606.ENSP00000393393	9606.ENSP00000220849	0	0	0	0	0.287	0	0.900	0.061	0.927
EIF3L	EIF4A2	1861248	1850828	9606.ENSP00000416892	9606.ENSP00000326381	0	0	0	0	0.166	0.098	0.900	0.150	0.927
PPBP	TIMP1	1847664	1842705	9606.ENSP00000296028	9606.ENSP00000218388	0	0	0	0	0	0	0.900	0.305	0.927
RPL23A	EIF3E	1859401	1842805	9606.ENSP00000389103	9606.ENSP00000220849	0	0	0	0	0.305	0	0.900	0	0.927
CD247	CD8B	1854218	1851317	9606.ENSP00000354782	9606.ENSP00000331172	0	0	0	0	0.188	0	0.900	0.173	0.927
RPLP1	EIF3G	1853006	1844198	9606.ENSP00000346037	9606.ENSP00000253108	0	0	0	0	0.303	0	0.900	0	0.927
RPL36AL	EEF1A1	1853000	1851211	9606.ENSP00000346012	9606.ENSP00000330054	0	0	0	0	0.199	0	0.900	0.168	0.927
EIF3L	RPS16	1861248	1844060	9606.ENSP00000416892	9606.ENSP00000251453	0	0	0	0	0.208	0.157	0.900	0	0.927
RPL24	SEC61G	1858158	1852468	9606.ENSP00000377640	9606.ENSP00000341538	0	0	0	0	0.307	0	0.900	0	0.927
RPL23	EIF3E	1858184	1842805	9606.ENSP00000377865	9606.ENSP00000220849	0	0	0	0	0.298	0	0.900	0.045	0.927
RPL29	SEC61B	1847471	1842987	9606.ENSP00000294189	9606.ENSP00000223641	0	0	0	0	0.301	0	0.900	0	0.927
RPL35A	EIF3F	1859718	1849251	9606.ENSP00000393393	9606.ENSP00000310040	0	0	0	0	0.304	0	0.900	0	0.927
HSP90AA1	DUSP1	1851814	1843515	9606.ENSP00000335153	9606.ENSP00000239223	0	0	0	0	0.052	0	0.900	0.294	0.927
RPS15A	EIF3K	1850066	1843908	9606.ENSP00000318646	9606.ENSP00000248342	0	0	0	0	0.275	0	0.900	0.080	0.927
RPL24	EIF4A2	1858158	1850828	9606.ENSP00000377640	9606.ENSP00000326381	0	0	0	0	0.219	0.049	0.900	0.137	0.927
RPS14	EIF3F	1849373	1849251	9606.ENSP00000311028	9606.ENSP00000310040	0	0	0	0	0.302	0	0.900	0	0.927
ACTB	HMGB1	1853523	1852653	9606.ENSP00000349960	9606.ENSP00000343040	0	0	0	0	0.055	0.151	0.900	0.208	0.927
RPS20	PABPC1	1861789	1849591	9606.ENSP00000429374	9606.ENSP00000313007	0	0	0	0	0.305	0	0.900	0.045	0.927
MYC	IL2RG	1856789	1856061	9606.ENSP00000367207	9606.ENSP00000363318	0	0	0	0	0	0	0.900	0.303	0.927
PF4	CCR7	1847665	1843829	9606.ENSP00000296029	9606.ENSP00000246657	0	0	0	0	0	0	0.900	0.304	0.927
EIF3L	UBA52	1861248	1859324	9606.ENSP00000416892	9606.ENSP00000388107	0	0	0	0	0.255	0.097	0.900	0.046	0.927
RPL27	SEC61B	1844249	1842987	9606.ENSP00000253788	9606.ENSP00000223641	0	0	0	0	0.300	0	0.900	0	0.927
RPL7A	EIF4B	1855599	1845052	9606.ENSP00000361076	9606.ENSP00000262056	0	0	0	0	0.138	0.176	0.900	0.093	0.927
IL1B	IFNG	1845335	1843180	9606.ENSP00000263341	9606.ENSP00000229135	0	0	0	0	0.053	0	0	0.925	0.927
HLA-C	PDIA3	1856460	1848170	9606.ENSP00000365402	9606.ENSP00000300289	0	0	0	0	0	0	0.900	0.303	0.927
YWHAZ	GP9	1849183	1848586	9606.ENSP00000309503	9606.ENSP00000303942	0	0	0	0	0.054	0.170	0.900	0.171	0.926
TALDO1	LDHB	1850327	1843197	9606.ENSP00000321259	9606.ENSP00000229319	0.051	0	0	0	0.096	0.417	0.800	0.380	0.926
HLA-C	HLA-DRB1	1856460	1853944	9606.ENSP00000365402	9606.ENSP00000353099	0	0	0	0.646	0.056	0	0.900	0.737	0.926
EIF3H	UBA52	1861812	1859324	9606.ENSP00000429931	9606.ENSP00000388107	0	0	0	0	0.248	0.099	0.900	0	0.926
RPL27A	EIF3K	1853001	1843908	9606.ENSP00000346015	9606.ENSP00000248342	0	0	0	0	0.290	0	0.900	0	0.926
RPL29	EIF3G	1847471	1844198	9606.ENSP00000294189	9606.ENSP00000253108	0	0	0	0	0.291	0	0.900	0	0.926
JUNB	JUND	1848518	1844164	9606.ENSP00000303315	9606.ENSP00000252818	0	0	0	0.875	0.205	0	0.900	0.917	0.926
GBP2	IRF8	1855261	1846028	9606.ENSP00000359497	9606.ENSP00000268638	0	0	0	0	0.112	0	0.900	0.241	0.926
EIF3L	RPL19	1861248	1843024	9606.ENSP00000416892	9606.ENSP00000225430	0	0	0	0	0.291	0	0.900	0	0.926
EIF3H	RPS16	1861812	1844060	9606.ENSP00000429931	9606.ENSP00000251453	0	0	0	0	0.261	0	0.900	0.090	0.926
RPL10	EIF3E	1852496	1842805	9606.ENSP00000341730	9606.ENSP00000220849	0	0	0	0	0.176	0.125	0.900	0.096	0.926
PCBP1	HSPA8	1848744	1843112	9606.ENSP00000305556	9606.ENSP00000227378	0	0	0	0	0.168	0.048	0.900	0.186	0.926
UBA52	SEC61G	1859324	1852468	9606.ENSP00000388107	9606.ENSP00000341538	0	0	0	0	0.234	0.120	0.900	0	0.926
SAMHD1	IRF1	1845231	1843757	9606.ENSP00000262878	9606.ENSP00000245414	0	0	0	0	0.145	0	0.900	0.205	0.926
ATP6V0B	ATP6V0E1	1861883	1861726	9606.ENSP00000431605	9606.ENSP00000427941	0	0	0	0	0.169	0	0.900	0.184	0.926
HLA-DRA	IRF1	1858295	1843757	9606.ENSP00000378786	9606.ENSP00000245414	0	0	0	0	0.054	0	0.900	0.283	0.926
MT-CO2	MT-ND5	1854241	1854223	9606.ENSP00000354876	9606.ENSP00000354813	0	0	0	0	0.152	0.071	0.435	0.854	0.926
ACTG1	VASP	1851354	1843785	9606.ENSP00000331514	9606.ENSP00000245932	0	0	0	0	0.054	0.499	0.800	0.311	0.926
EIF3F	RPL26	1849251	1847444	9606.ENSP00000310040	9606.ENSP00000293842	0	0	0	0	0.297	0	0.900	0	0.926
RPS27	SEC61B	1854822	1842987	9606.ENSP00000357555	9606.ENSP00000223641	0	0	0	0	0.260	0	0.900	0.092	0.926
RPSA	EIF3K	1853012	1843908	9606.ENSP00000346067	9606.ENSP00000248342	0	0	0	0	0.290	0	0.900	0	0.926
CD44	HLA-A	1860096	1856558	9606.ENSP00000398632	9606.ENSP00000366005	0	0	0	0	0	0	0.900	0.294	0.926
SEC61G	RPS23	1852468	1847772	9606.ENSP00000341538	9606.ENSP00000296674	0	0	0	0	0.295	0	0.900	0	0.926
RPL27	EIF3K	1844249	1843908	9606.ENSP00000253788	9606.ENSP00000248342	0	0	0	0	0.298	0	0.900	0	0.926
RPS7	EIF4A2	1852173	1850828	9606.ENSP00000339095	9606.ENSP00000326381	0	0	0	0	0.166	0.118	0.900	0.119	0.926
TNFSF13B	BIRC3	1856399	1845359	9606.ENSP00000365048	9606.ENSP00000263464	0	0	0	0	0.053	0	0.900	0.290	0.926
FYN	HSP90AB1	1853081	1850780	9606.ENSP00000346671	9606.ENSP00000325875	0	0	0	0	0	0.251	0.900	0.098	0.926
RPL4	SEC11A	1849420	1846006	9606.ENSP00000311430	9606.ENSP00000268220	0	0	0	0	0.261	0	0.900	0.090	0.926
EIF3L	RPSA	1861248	1853012	9606.ENSP00000416892	9606.ENSP00000346067	0	0	0	0	0.299	0	0.900	0	0.926
